name,level,session,dois
V BONIFACI,1,1,"10.1007/s00453-011-9505-6, 10.1007/s11241-015-9241-0, 10.1109/TC.2011.142, 10.1007/s11241-012-9164-y, 10.1016/j.ipl.2012.09.005, 10.1109/TC.2016.2614819, 10.1016/j.ipl.2008.03.002, 10.1016/j.orl.2008.06.001, 10.1016/j.tcs.2008.08.003, 10.1007/s00224-008-9103-4, 10.1109/TC.2016.2584064, 10.1145/2390176.2390182, 10.1016/j.tcs.2010.10.018, 10.1145/2699435, 10.1016/j.tcs.2007.05.034, 10.1016/j.jda.2007.03.002, 10.1007/s10710-012-9169-2, 10.1007/s11241-010-9096-3, 10.1145/1978782.1978788, 10.1287/moor.1100.0442, 10.1016/j.scico.2004.02.004, 10.1007/s00453-011-9497-2, 10.1016/j.tcs.2008.03.036"
V BONIFACI,2,1,"10.1007/s00453-011-9505-6, 10.1007/s11241-015-9241-0, 10.1109/TC.2011.142, 10.1007/s11241-012-9164-y, 10.1016/j.ipl.2012.09.005, 10.1109/TC.2016.2614819, 10.1016/j.ipl.2008.03.002, 10.1016/j.orl.2008.06.001, 10.1016/j.tcs.2008.08.003, 10.1007/s00224-008-9103-4, 10.1109/TC.2016.2584064, 10.1145/2390176.2390182, 10.1016/j.tcs.2010.10.018, 10.1145/2699435, 10.1016/j.tcs.2007.05.034, 10.1016/j.jda.2007.03.002, 10.1007/s10710-012-9169-2, 10.1007/s11241-010-9096-3, 10.1145/1978782.1978788, 10.1287/moor.1100.0442, 10.1016/j.scico.2004.02.004, 10.1007/s00453-011-9497-2, 10.1007/s10107-009-0307-4, 10.1016/j.tcs.2008.03.036"
A MILANI,1,4,"10.1142/S0218001417590248, 10.3233/AIC-150695, 10.1504/IJAISC.2009.027291, 10.1108/IJWIS-12-2016-0069, 10.1109/TKDE.2013.175, 10.1002/(SICI)1099-1174(199903)8:1<3::AID-ISAF152>3.0.CO;2-A, 10.4018/IJAEIS.2017040101, 10.1016/S0012-365X(99)00202-2, 10.1145/2168752.2168761, 10.1111/j.1467-8640.2007.00315.x, 10.1504/IJAIP.2009.026763, 10.1109/18.992802, 10.1016/j.endm.2017.02.006, 10.1109/TEVC.2015.2507785, 10.1108/IJWIS-11-2013-0031, 10.1145/2723575, 10.3233/AIC-2012-0526, 10.3233/IA-160097, 10.1007/s10472-011-9265-7, 10.1108/IJWIS-11-2017-0080, 10.1504/IJWGS.2010.033790, 10.3233/AIC-150693, 10.1016/j.disc.2005.11.094, 10.1016/j.disc.2004.04.043, 10.1504/IJLT.2009.024719"
D FALESSI,1,1,"10.1109/MS.2014.17, 10.1016/j.ress.2013.05.005, 10.1007/s10664-018-9655-0, 10.1145/2491509.2491515, 10.1007/s10664-016-9460-6, 10.1109/MS.2010.49, 10.1007/s10664-017-9523-3, 10.1145/2559978, 10.1109/MS.2017.4541039, 10.1007/s10664-009-9121-0, 10.1016/j.jss.2016.06.069, 10.1016/j.infsof.2014.12.002, 10.1145/2579281.2579311, 10.1145/2507288.2507326, 10.1145/2815021.2815034, 10.1016/j.infsof.2012.01.005, 10.1109/MS.2011.116, 10.1145/2659118.2659138, 10.1109/TSE.2011.122, 10.1145/1978802.1978812"
D FALESSI,1,4,"10.1109/MS.2014.17, 10.1016/j.ress.2013.05.005, 10.1007/s10664-018-9655-0, 10.1145/2491509.2491515, 10.1007/s10664-016-9460-6, 10.1109/MS.2010.49, 10.1007/s10664-017-9523-3, 10.1145/2559978, 10.1109/MS.2017.4541039, 10.1007/s10664-009-9121-0, 10.1016/j.jss.2016.06.069, 10.1016/j.infsof.2014.12.002, 10.1145/2579281.2579311, 10.1145/2507288.2507326, 10.1145/2815021.2815034, 10.1016/j.infsof.2012.01.005, 10.1109/MS.2011.116, 10.1145/2659118.2659138, 10.1109/TSE.2011.122, 10.1145/1978802.1978812"
S CANAZZA,1,5,"10.1109/JPROC.2004.825889, 10.1155/2013/276354, 10.1016/j.jvlc.2009.01.008, 10.1109/LSP.2013.2253319, 10.1016/j.entcom.2013.02.001, 10.1155/2016/4027164, 10.1007/s00799-017-0208-8, 10.1145/2808200, 10.1145/2668124, 10.1504/IJART.2014.066451, 10.1007/s00799-012-0088-x, 10.1155/2013/489515, 10.1007/s00799-010-0060-6, 10.1016/j.sigpro.2009.12.001, 10.1155/2013/564864, 10.1016/j.procs.2014.10.010, 10.1111/bjet.12630, 10.1109/TASL.2009.2030005, 10.1109/TAFFC.2014.2343222, 10.1155/2015/850474"
S CANAZZA,2,2,"10.1109/JPROC.2004.825889, 10.1155/2013/276354, 10.1016/j.jvlc.2009.01.008, 10.1109/LSP.2013.2253319, 10.1016/j.entcom.2013.02.001, 10.1155/2016/4027164, 10.1007/s00799-017-0208-8, 10.1145/2808200, 10.1145/2668124, 10.1504/IJART.2014.066451, 10.1007/s00799-012-0088-x, 10.1155/2013/489515, 10.1007/s00799-010-0060-6, 10.1016/j.sigpro.2009.12.001, 10.1155/2013/564864, 10.1016/j.procs.2014.10.010, 10.1111/bjet.12630, 10.1109/TASL.2009.2030005, 10.1109/TAFFC.2014.2343222, 10.1155/2015/850474"
S CANAZZA,2,5,"10.1109/JPROC.2004.825889, 10.1155/2013/276354, 10.1016/j.jvlc.2009.01.008, 10.1109/LSP.2013.2253319, 10.1016/j.entcom.2013.02.001, 10.1155/2016/4027164, 10.1007/s00799-017-0208-8, 10.1145/2808200, 10.1145/2668124, 10.1504/IJART.2014.066451, 10.1007/s00799-012-0088-x, 10.1155/2013/489515, 10.1007/s00799-010-0060-6, 10.1016/j.sigpro.2009.12.001, 10.1155/2013/564864, 10.1016/j.procs.2014.10.010, 10.1111/bjet.12630, 10.1109/TASL.2009.2030005, 10.1109/TAFFC.2014.2343222, 10.1155/2015/850474"
C ESPOSITO,2,1,"10.1016/j.pmcj.2017.06.025, 10.4018/jaras.2010071701, 10.1109/MCOM.2017.1700328, 10.1016/j.ins.2016.04.002, 10.1109/MCC.2016.18, 10.1109/MCC.2016.105, 10.1016/j.jpdc.2017.10.017, 10.5296/npa.v2i3.483, 10.1016/j.future.2015.12.004, 10.1109/COMST.2014.2364616, 10.1109/TII.2018.2853676, 10.1002/cpe.3978, 10.1109/MCC.2018.011791712, 10.1016/j.knosys.2014.05.003, 10.1109/TMC.2013.29, 10.1109/MCC.2016.139, 10.1016/j.comnet.2012.10.023, 10.1504/IJIPT.2013.058646, 10.1002/cpe.4302, 10.1016/j.future.2016.05.025, 10.1109/MCOM.2018.1700880, 10.1109/TC.2015.2389952, 10.1109/TII.2018.2791956, 10.1109/TNET.2013.2245144, 10.1016/j.future.2016.08.001, 10.1109/MCC.2016.48, 10.1109/MCOM.2017.1700089, 10.1016/j.comnet.2011.11.016, 10.1109/MCC.2017.30, 10.1007/s10776-011-0131-7, 10.1016/j.jocs.2017.03.012, 10.1007/s10586-013-0261-z, 10.1016/j.jpdc.2017.12.010, 10.1016/j.future.2018.05.026, 10.1109/MCC.2018.022171662, 10.1109/JIOT.2017.2782264, 10.1109/MCC.2018.032591614, 10.1504/IJCCBS.2013.059023, 10.1109/MCC.2017.39, 10.1016/j.is.2013.07.002, 10.1016/j.future.2017.06.029, 10.1016/j.jnca.2018.01.017, 10.4018/IJDWM.2016010104, 10.4018/jaras.2011040104, 10.1016/j.ins.2017.04.010, 10.1016/j.future.2016.11.006, 10.1109/MCC.2016.79"
C ESPOSITO,2,5,"10.1016/j.pmcj.2017.06.025, 10.4018/jaras.2010071701, 10.1109/MCOM.2017.1700328, 10.1016/j.ins.2016.04.002, 10.1109/MCC.2016.18, 10.1109/MCC.2016.105, 10.1016/j.jpdc.2017.10.017, 10.5296/npa.v2i3.483, 10.1016/j.future.2015.12.004, 10.1109/COMST.2014.2364616, 10.1109/TII.2018.2853676, 10.1002/cpe.3978, 10.1109/MCC.2018.011791712, 10.1016/j.knosys.2014.05.003, 10.1109/TMC.2013.29, 10.1109/MCC.2016.139, 10.1016/j.comnet.2012.10.023, 10.1504/IJIPT.2013.058646, 10.1002/cpe.4302, 10.1016/j.future.2016.05.025, 10.1109/MCOM.2018.1700880, 10.1109/TC.2015.2389952, 10.1109/TII.2018.2791956, 10.1109/TNET.2013.2245144, 10.1016/j.future.2016.08.001, 10.1109/MCC.2016.48, 10.1109/MCOM.2017.1700089, 10.1016/j.comnet.2011.11.016, 10.1109/MCC.2017.30, 10.1007/s10776-011-0131-7, 10.1016/j.jocs.2017.03.012, 10.1007/s10586-013-0261-z, 10.1016/j.jpdc.2017.12.010, 10.1016/j.future.2018.05.026, 10.1109/MCC.2018.022171662, 10.1109/JIOT.2017.2782264, 10.1109/MCC.2018.032591614, 10.1504/IJCCBS.2013.059023, 10.1109/MCC.2017.39, 10.1016/j.is.2013.07.002, 10.1016/j.future.2017.06.029, 10.1016/j.jnca.2018.01.017, 10.4018/IJDWM.2016010104, 10.4018/jaras.2011040104, 10.1016/j.ins.2017.04.010, 10.1016/j.future.2016.11.006, 10.1109/MCC.2016.79"
M GIULIETTI,1,1,"10.3934/amc.2012.6.107, 10.1016/j.disc.2006.06.009, 10.1109/TIT.2014.2385084, 10.3934/amc.2017051, 10.3934/amc.2011.5.119, 10.1016/j.ffa.2016.05.005, 10.1016/S0012-365X(01)00395-8, 10.1016/j.disc.2009.11.040, 10.1007/s00373-011-1103-5, 10.1007/s10623-007-9106-1, 10.1016/j.ejc.2004.10.005, 10.1016/j.ffa.2006.09.007, 10.1007/s10623-012-9619-0, 10.1007/s00493-016-3531-6, 10.1016/j.disc.2009.01.007, 10.1007/s10623-012-9630-5, 10.1016/j.ffa.2004.10.003, 10.1016/j.ffa.2016.06.005, 10.1016/j.ffa.2013.07.006, 10.1016/S0012-365X(02)00607-6, 10.1007/s00493-009-2225-8, 10.1109/TIT.2009.2034826, 10.1007/s10623-007-9110-5, 10.1007/s00200-003-0141-5, 10.1016/S0012-365X(01)00394-6, 10.1109/TIT.2007.894688, 10.1007/s10623-010-9389-5, 10.1007/s10623-015-0070-x, 10.1016/j.endm.2013.05.051, 10.1007/s10623-015-0073-7, 10.1016/j.endm.2013.05.025, 10.1016/j.ffa.2018.01.001, 10.1007/s10623-009-9302-2"
D DELLA MONICA,2,1,"10.4204/EPTCS.96.12, 10.1007/s10472-013-9376-4, 10.1007/s00236-015-0231-4, 10.1016/j.entcs.2011.10.017, 10.4204/EPTCS.256.16, 10.1016/j.entcs.2010.04.006, 10.1007/s10270-011-0195-y, 10.1007/s10472-013-9337-y, 10.4204/EPTCS.200.4, 10.1016/j.tcs.2014.03.033, 10.4204/EPTCS.119.20, 10.1016/j.entcs.2011.06.009"
D DELLA MONICA,2,5,"10.4204/EPTCS.96.12, 10.1007/s10472-013-9376-4, 10.1007/s00236-015-0231-4, 10.1016/j.entcs.2011.10.017, 10.4204/EPTCS.256.16, 10.1016/j.entcs.2010.04.006, 10.1007/s10270-011-0195-y, 10.1007/s10472-013-9337-y, 10.4204/EPTCS.200.4, 10.1016/j.tcs.2014.03.033, 10.4204/EPTCS.119.20, 10.1016/j.entcs.2011.06.009"
M TODISCO,2,5,"10.1109/JSTSP.2017.2671435, 10.1109/TNN.2008.2001183, 10.1016/j.neucom.2014.02.007, 10.1016/j.csl.2017.01.001, 10.1016/j.knosys.2014.03.019, 10.1016/j.sigpro.2009.03.024"
C LOCONSOLE,2,1,"10.1109/THMS.2016.2586756, 10.1109/TSMCC.2012.2226444, 10.1109/TOH.2015.2417570, 10.1016/j.asoc.2018.04.013, 10.1002/cav.1535, 10.1016/j.robot.2012.09.003"
C LOCONSOLE,2,4,"10.1109/THMS.2016.2586756, 10.1109/TSMCC.2012.2226444, 10.1109/TOH.2015.2417570, 10.1016/j.asoc.2018.04.013, 10.1002/cav.1535, 10.1016/j.robot.2012.09.003"
S CALZAVARA,2,5,"10.1016/j.jisa.2016.05.004, 10.3233/JCS-150529, 10.1016/j.jlamp.2016.08.006, 10.1145/3038923, 10.1145/3149408, 10.1145/2743018, 10.1145/2754933"
A LIETO,2,5,"10.3233/SW-140156, 10.1080/09540091.2014.956292, 10.1080/0952813X.2016.1198934, 10.1016/j.cogsys.2014.11.001, 10.3233/IA-170111, 10.1016/j.procs.2015.12.211, 10.1016/j.entcom.2016.05.002, 10.1007/s10579-018-9417-z, 10.1016/j.cogsys.2017.08.003, 10.1016/j.cogsys.2017.05.001, 10.1080/09540091.2015.1007700, 10.1016/j.procs.2014.11.078, 10.1016/j.cogsys.2016.02.002"
P SALA,2,1,"10.4204/EPTCS.96.12, 10.1016/j.tcs.2015.11.030, 10.1007/s10472-013-9387-1, 10.1016/j.tcs.2012.10.043, 10.1016/j.artint.2018.09.001, 10.1016/j.jal.2005.06.012, 10.4204/EPTCS.256.16, 10.4204/EPTCS.54.14, 10.4204/EPTCS.226.6, 10.1007/s00236-015-0246-x, 10.1016/j.compbiomed.2014.08.004, 10.1007/s00236-016-0256-3, 10.1093/logcom/exn063, 10.1016/j.ic.2018.09.006, 10.2168/LMCS-11(4:7)2015, 10.4204/EPTCS.161.11, 10.1016/j.tcs.2014.03.033, 10.1142/S012905411240028X, 10.4204/EPTCS.25.10, 10.1016/j.entcs.2009.02.033"
P SALA,2,5,"10.4204/EPTCS.96.12, 10.1016/j.tcs.2015.11.030, 10.1007/s10472-013-9387-1, 10.1016/j.tcs.2012.10.043, 10.1016/j.artint.2018.09.001, 10.1016/j.jal.2005.06.012, 10.4204/EPTCS.256.16, 10.4204/EPTCS.54.14, 10.4204/EPTCS.226.6, 10.1007/s00236-015-0246-x, 10.1016/j.compbiomed.2014.08.004, 10.1007/s00236-016-0256-3, 10.1093/logcom/exn063, 10.1016/j.ic.2018.09.006, 10.2168/LMCS-11(4:7)2015, 10.4204/EPTCS.161.11, 10.1016/j.tcs.2014.03.033, 10.1142/S012905411240028X, 10.4204/EPTCS.25.10, 10.1016/j.entcs.2009.02.033"
F STELLA,1,3,"10.1080/15472450600626240, 10.1007/s10844-014-0345-0, 10.1023/A%3A1018948905888, 10.1007/s00354-014-0407-4, 10.1016/j.jss.2015.01.037, 10.1016/S0893-6080(97)00015-4, 10.1016/j.neucom.2011.04.032, 10.1186/1471-2105-12-158, 10.1023/A:1019271201970, 10.1007/s40558-015-0035-y, 10.1613/jair.5126, 10.4204/EPTCS.130.13, 10.1016/j.ijar.2014.05.005, 10.1186/s12859-014-0387-x"
M ZANKER,1,1,"10.1017/S0890060403171041, 10.1007/s40558-014-0010-z, 10.3727/109830510X12887971002783, 10.3727/109830509789994784, 10.3233/AIC-2008-0429, 10.1109/TKDE.2011.236, 10.1109/MIS.2007.49, 10.1007/s11257-008-9048-y, 10.1145/2891406, 10.1007/s40558-015-0035-y, 10.3727/109830510X12670455864401, 10.1007/s10601-010-9098-8, 10.1016/j.ijhcs.2010.04.002, 10.2753/JEC1086-4415110201, 10.1007/s40558-014-0021-9, 10.1016/j.ijinfomgt.2016.05.015"
N FORNARA,2,1,"10.3233/AIC-170725, 10.1007/s10462-012-9388-1, 10.1007/s10506-007-9055-z, 10.1142/S0218213014400065, 10.1145/2438653.2438655, 10.1007/s10462-012-9390-7, 10.1016/S0378-4754(01)00393-7, 10.3233/AIC-2010-0478, 10.1080/08839510490509054, 10.3233/MGS-150233, 10.1007/s10458-006-0017-8, 10.1080/08839514.2012.653660"
C ARDITO,1,1,"10.1016/j.ijhcs.2010.07.005, 10.1016/j.jvlc.2017.08.004, 10.1007/s11042-006-0060-0, 10.1145/3057859, 10.1145/2395131.2395136, 10.1007/s10209-005-0008-6, 10.1109/MC.2014.355, 10.1145/2682623, 10.1007/s10209-013-0339-7, 10.4018/IJDET.2011100103, 10.1016/j.ijhcs.2017.12.002, 10.1016/j.jvlc.2014.01.003, 10.1109/MMUL.2008.87, 10.1145/1744161.1744169, 10.1016/j.ijhcs.2013.10.004, 10.1016/j.ijhcs.2018.08.006, 10.1016/j.jvlc.2015.10.020, 10.1016/j.jvlc.2014.07.002, 10.4018/ijec.2014010104, 10.1016/j.jvlc.2014.10.018, 10.1016/j.jvlc.2011.11.005"
C ARDITO,1,5,"10.1016/j.ijhcs.2010.07.005, 10.1016/j.jvlc.2017.08.004, 10.1007/s11042-006-0060-0, 10.1145/3057859, 10.1145/2395131.2395136, 10.1007/s10209-005-0008-6, 10.1109/MC.2014.355, 10.1145/2682623, 10.1007/s10209-013-0339-7, 10.4018/IJDET.2011100103, 10.1016/j.ijhcs.2017.12.002, 10.1016/j.jvlc.2014.01.003, 10.1109/MMUL.2008.87, 10.1145/1744161.1744169, 10.1016/j.ijhcs.2013.10.004, 10.1016/j.ijhcs.2018.08.006, 10.1016/j.jvlc.2015.10.020, 10.1016/j.jvlc.2014.07.002, 10.4018/ijec.2014010104, 10.1016/j.jvlc.2014.10.018, 10.1016/j.jvlc.2011.11.005"
C ARDITO,2,1,"10.1016/j.ijhcs.2010.07.005, 10.1016/j.jvlc.2017.08.004, 10.1007/s11042-006-0060-0, 10.1145/3057859, 10.1145/2395131.2395136, 10.1007/s10209-005-0008-6, 10.1109/MC.2014.355, 10.1145/2682623, 10.1007/s10209-013-0339-7, 10.4018/IJDET.2011100103, 10.1016/j.ijhcs.2017.12.002, 10.1016/j.jvlc.2014.01.003, 10.1109/MMUL.2008.87, 10.1145/1744161.1744169, 10.1016/j.ijhcs.2013.10.004, 10.1016/j.ijhcs.2018.08.006, 10.1016/j.jvlc.2015.10.020, 10.1016/j.jvlc.2014.07.002, 10.4018/ijec.2014010104, 10.1016/j.jvlc.2014.10.018, 10.1016/j.jvlc.2011.11.005"
C DI FRANCESCOMARINO,2,5,"10.1109/TSMCC.2011.2138133, 10.1002/smr.525, 10.4018/jismd.2010040104, 10.3233/FI-2018-1696, 10.1016/j.is.2018.01.003, 10.1002/smr.518, 10.1016/j.is.2016.06.002, 10.1016/j.infsof.2016.08.010, 10.1109/TKDE.2014.2312325, 10.1049/iet-sen.2010.0145, 10.1016/j.is.2017.12.002, 10.1049/iet-sen.2011.0005"
M MAMEI,1,1,"10.1109/MITP.2011.75, 10.1145/2700321, 10.1109/TSMCA.2005.846379, 10.1140/epjds/s13688-018-0152-x, 10.1016/j.pmcj.2014.05.010, 10.1145/1242060.1242061, 10.1016/j.sysarc.2006.02.002, 10.1108/17427371011097613, 10.1016/j.pmcj.2012.10.006, 10.1080/08839510490509081, 10.1109/MPRV.2002.1158280, 10.1016/j.pmcj.2010.03.004, 10.1007/s11036-008-0104-y, 10.1016/j.future.2010.02.008, 10.1016/j.pmcj.2016.01.009, 10.1002/cpe.947, 10.1007/s12652-016-0354-7, 10.1145/1538942.1538945, 10.1080/15472450.2016.1265890, 10.4018/jhcr.2010040103, 10.1080/17489725.2018.1463466, 10.1109/MPRV.2010.78, 10.1016/j.scico.2013.02.005, 10.1007/s10458-006-9000-7, 10.1145/1968513.1968519, 10.1016/j.infsof.2007.10.009, 10.1080/13658816.2015.1127378, 10.1109/MPRV.2004.1316820, 10.1504/IJSNET.2011.042195, 10.1108/IJPCC-09-2013-0022, 10.1007/s12652-015-0303-x, 10.1007/s12652-012-0169-0, 10.1109/TSMCA.2010.2048023, 10.1109/TSMCA.2003.819496, 10.1093/comjnl/bxq032, 10.1016/j.pmcj.2005.01.001, 10.1145/2168260.2168262, 10.1016/j.pmcj.2014.12.002, 10.1109/TITS.2017.2684625, 10.1080/08839510500484264, 10.1109/MC.2011.136, 10.1016/j.procs.2011.09.006, 10.1109/JIOT.2017.2775047, 10.1016/j.pmcj.2012.04.002, 10.1145/2483669.2483679"
L ONETO,2,1,"10.1016/j.patrec.2013.04.027, 10.1016/j.patrec.2016.06.019, 10.1007/s12559-016-9440-6, 10.1016/j.procs.2015.07.286, 10.1016/j.neucom.2017.02.088, 10.1109/TNNLS.2017.2771830, 10.1145/2836165, 10.1109/TNNLS.2014.2307359, 10.1109/TSMC.2017.2693209, 10.1016/j.patrec.2017.02.006, 10.1007/s12559-016-9433-5, 10.1016/j.neucom.2014.12.099, 10.1109/JSYST.2017.2688359, 10.1109/MCI.2016.2572540, 10.1016/j.neunet.2015.02.006, 10.1016/j.procs.2018.10.503, 10.1007/s11063-017-9742-z, 10.1016/j.procs.2015.07.321, 10.1016/j.ress.2018.04.015, 10.1007/s11063-012-9235-z, 10.1109/TCYB.2014.2361857, 10.1109/TNNLS.2012.2202401, 10.1016/j.neucom.2018.01.090, 10.1016/j.neunet.2016.07.002, 10.1016/j.bdr.2017.05.002, 10.1002/widm.1252, 10.1016/j.neucom.2017.10.066, 10.1016/j.neunet.2013.03.017, 10.1016/j.neucom.2015.07.085, 10.1016/j.neucom.2015.11.100, 10.1007/s11063-015-9429-2, 10.1007/s10994-015-5540-x"
L ONETO,2,4,"10.1016/j.patrec.2013.04.027, 10.1016/j.patrec.2016.06.019, 10.1007/s12559-016-9440-6, 10.1016/j.procs.2015.07.286, 10.1016/j.neucom.2017.02.088, 10.1109/TNNLS.2017.2771830, 10.1145/2836165, 10.1109/TNNLS.2014.2307359, 10.1109/TSMC.2017.2693209, 10.1016/j.patrec.2017.02.006, 10.1007/s12559-016-9433-5, 10.1016/j.neucom.2014.12.099, 10.1109/JSYST.2017.2688359, 10.1109/MCI.2016.2572540, 10.1016/j.neunet.2015.02.006, 10.1016/j.procs.2018.10.503, 10.1007/s11063-017-9742-z, 10.1016/j.procs.2015.07.321, 10.1016/j.ress.2018.04.015, 10.1007/s11063-012-9235-z, 10.1109/TCYB.2014.2361857, 10.1109/TNNLS.2012.2202401, 10.1016/j.neucom.2018.01.090, 10.1016/j.neunet.2016.07.002, 10.1016/j.bdr.2017.05.002, 10.1002/widm.1252, 10.1016/j.neucom.2017.10.066, 10.1016/j.neunet.2013.03.017, 10.1016/j.neucom.2015.07.085, 10.1016/j.neucom.2015.11.100, 10.1007/s11063-015-9429-2, 10.1007/s10994-015-5540-x"
D LEMBO,1,1,"10.1145/1366102.1366107, 10.3233/SW-150183, 10.1007/s10817-007-9078-x, 10.14778/2536274.2536304, 10.3233/SW-2011-0029, 10.1016/j.artint.2012.10.003, 10.3233/AIC-180751, 10.1007/s13740-014-0036-6, 10.1002/spe.2640, 10.1016/j.jal.2004.07.019, 10.1016/j.jal.2004.07.022, 10.1016/j.websem.2015.04.002, 10.1016/j.is.2008.01.007"
D ROSACI,1,1,"10.1016/j.ins.2017.05.048, 10.1016/j.elerap.2013.07.003, 10.1109/TBDATA.2016.2631512, 10.1016/j.datak.2005.06.002, 10.1080/088395198117631, 10.1109/MIS.2015.98, 10.1145/2981545, 10.1002/int.20513, 10.1016/j.future.2015.07.013, 10.1080/08839510701409052, 10.1007/s11257-006-9015-4, 10.1093/comjnl/bxx072, 10.1016/j.is.2018.07.002, 10.1002/cpe.3798, 10.1007/s00778-007-0050-5, 10.1007/s10844-011-0160-9, 10.1504/IJGUC.2017.10006829, 10.1016/j.cogsys.2004.03.001, 10.1016/j.is.2012.08.002, 10.1145/1629096.1629102, 10.1016/j.ins.2017.04.002, 10.1007/s10115-004-0185-2, 10.1016/j.future.2018.07.021, 10.3233/WIA-2011-0220, 10.1111/j.1467-8640.2009.00343.x, 10.1023/A:1025614005307, 10.1504/IJGUC.2016.077488, 10.1002/cpe.3604, 10.1016/j.knosys.2011.11.011, 10.1177/1063293X13493915, 10.1080/08839514.2011.559907, 10.1016/S0169-023X(03)00092-2, 10.1007/s00165-015-0337-z, 10.1016/j.ins.2016.05.051, 10.1016/j.is.2006.06.003, 10.1145/1352789.1352792, 10.1016/j.jnca.2012.04.018, 10.1504/IJDMMM.2012.045134, 10.1109/TCYB.2017.2763578, 10.3233/AIC-2010-0484, 10.1109/TCYB.2014.2323892, 10.1002/int.20000"
F FURFARO,1,4,"10.1145/3151123.3151128, 10.1007/s10115-007-0087-1, 10.1007/s10844-008-0065-4, 10.1007/s10472-008-9088-3, 10.1016/S0306-4379(02)00006-6, 10.1016/S1571-0661(04)00176-8, 10.1016/j.artint.2018.11.003, 10.1016/j.ins.2011.11.009, 10.1023/A:1019627607240, 10.1145/2487259.2487263, 10.1017/S1471068403001704, 10.1109/TKDE.2010.203, 10.1109/TKDE.2009.160, 10.1016/j.datak.2005.11.001, 10.1007/s10844-017-0450-y, 10.1016/j.is.2011.03.007, 10.1016/j.is.2017.11.001, 10.1145/1326554.1326556, 10.1016/j.ic.2005.12.002, 10.1016/j.jcss.2014.04.026, 10.1145/1735886.1735893, 10.1145/2939368"
M ANSELMO,1,5,"10.1016/j.tcs.2005.03.031, 10.1016/j.ic.2016.06.003, 10.1142/S0218196796000246, 10.1016/j.tcs.2009.03.016, 10.1051/ita/2011003, 10.1016/0304-3975(90)90083-T, 10.1016/0304-3975(93)90302-A, 10.1051/ita:2006008, 10.1016/j.tcs.2016.06.016, 10.1016/j.tcs.2008.12.009, 10.1017/S0960129515000043, 10.1016/0304-3975(91)90143-P, 10.1142/S0129054114400218, 10.1016/S0166-218X(02)00193-2, 10.1016/j.tcs.2016.09.025, 10.3233/FI-2010-221"
M COMIN,1,1,"10.1089/cmb.2009.0045, 10.1142/S0129626404001817, 10.1089/cmb.2004.11.1061, 10.1089/cmb.2012.0256, 10.1109/TCBB.2008.123, 10.1016/j.tcs.2008.01.017, 10.1186/1748-7188-8-7, 10.1093/bioinformatics/bti1051, 10.1186/s12859-016-0980-2, 10.1089/cmb.2010.0171, 10.1186/1471-2105-15-S9-S1, 10.1016/j.future.2006.03.029, 10.1186/1748-7188-1-4, 10.1186/s13015-014-0029-x, 10.3390/a6020352, 10.1186/1748-7188-7-34, 10.1142/S0219720008003849, 10.1016/j.endm.2005.07.029, 10.1186/1471-2105-11-S1-S16, 10.1016/j.tcs.2017.05.023, 10.1093/bioinformatics/btw466, 10.1186/s13015-018-0125-4, 10.1109/TCBB.2014.2306830, 10.1109/TCBB.2013.2297924"
M COMIN,1,5,"10.1089/cmb.2009.0045, 10.1142/S0129626404001817, 10.1089/cmb.2004.11.1061, 10.1089/cmb.2012.0256, 10.1109/TCBB.2008.123, 10.1016/j.tcs.2008.01.017, 10.1186/1748-7188-8-7, 10.1093/bioinformatics/bti1051, 10.1186/s12859-016-0980-2, 10.1089/cmb.2010.0171, 10.1186/1471-2105-15-S9-S1, 10.1016/j.future.2006.03.029, 10.1186/1748-7188-1-4, 10.1186/s13015-014-0029-x, 10.3390/a6020352, 10.1186/1748-7188-7-34, 10.1142/S0219720008003849, 10.1016/j.endm.2005.07.029, 10.1186/1471-2105-11-S1-S16, 10.1016/j.tcs.2017.05.023, 10.1093/bioinformatics/btw466, 10.1186/s13015-018-0125-4, 10.1109/TCBB.2014.2306830, 10.1109/TCBB.2013.2297924"
F SCOTTI,1,1,"10.1016/j.imavis.2009.05.004, 10.1007/s10700-008-9034-1, 10.1016/j.patrec.2017.04.001, 10.1109/TIM.2009.2030866, 10.1109/TSMC.2015.2423252, 10.1109/TSMCC.2009.2039479, 10.1109/TNN.2006.872345, 10.1145/2933241, 10.1109/TSMCA.2012.2224335, 10.1109/TIM.2005.851087, 10.1109/TIM.2010.2043980, 10.1109/19.850395"
P FALCARIN,1,1,"10.1109/MS.2011.34, 10.1007/s10664-013-9248-x, 10.1504/IJAHUC.2013.054176, 10.1109/MPRV.2008.76, 10.1007/s11761-012-0115-1, 10.1016/j.compbiolchem.2013.06.001, 10.1007/s10664-014-9321-0, 10.1007/s11390-008-9196-x, 10.4018/jwsr.2008100103, 10.1016/j.comcom.2015.07.025, 10.1016/j.eswa.2014.03.045"
P FALCARIN,2,1,"10.1109/MS.2011.34, 10.1007/s10664-013-9248-x, 10.1504/IJAHUC.2013.054176, 10.1109/MPRV.2008.76, 10.1007/s11761-012-0115-1, 10.1016/j.compbiolchem.2013.06.001, 10.1007/s10664-014-9321-0, 10.1007/s11390-008-9196-x, 10.4018/jwsr.2008100103, 10.1016/j.comcom.2015.07.025, 10.1016/j.eswa.2014.03.045"
