name,level,session,dois
F ARCELLI FONTANA,1,5,"10.1016/S0167-6423(97)00011-7, 10.5381/jot.2012.11.2.a5, 10.5381/jot.2011.10.1.a4, 10.1016/j.jss.2015.01.037, 10.1016/j.jss.2018.05.057, 10.1016/j.jss.2011.07.006, 10.1016/j.ins.2010.12.002, 10.1007/s00500-002-0178-6, 10.1002/smr.547, 10.1007/s10664-015-9378-4, 10.1016/S0140-3664(98)00154-6, 10.1016/j.jss.2018.07.010, 10.1002/smr.1656, 10.1023/A:1013981402749, 10.1109/ACCESS.2017.2733518, 10.1142/S0218194017500413, 10.1093/comjnl/42.7.582, 10.1007/s00354-014-0407-4, 10.1002/int.10067, 10.1016/j.knosys.2017.04.014, 10.1016/S0306-4573(00)00025-X, 10.1145/3127360.3127372, 10.1016/j.knosys.2005.05.004"
S MASCETTI,2,1,"10.1080/17489720801941789, 10.1613/jair.2136, 10.1016/j.cviu.2015.11.017, 10.1007/s00778-010-0213-7, 10.1016/j.ijhcs.2015.08.003, 10.1145/3046789, 10.1145/3046790, 10.1016/j.patcog.2016.05.002, 10.1145/3178853, 10.1007/s10506-014-9153-7"
D PELUSI,2,1,"10.1007/s11277-017-4073-y, 10.1016/j.eswa.2018.02.026, 10.3390/a10020044, 10.3844/jcssp.2013.183.197, 10.1109/TIT.2016.2555322, 10.1109/TIT.2015.2429139"
D PELUSI,2,5,"10.1007/s11277-017-4073-y, 10.1016/j.eswa.2018.02.026, 10.3390/a10020044, 10.3844/jcssp.2013.183.197, 10.1109/TIT.2016.2555322, 10.1109/TIT.2015.2429139"
M CALEFFI,2,1,"10.1109/TWC.2018.2864734, 10.3390/s16040457, 10.1016/j.jnca.2014.10.002, 10.1109/JIOT.2015.2438098, 10.1109/LCOMM.2014.2386349, 10.1109/TWC.2011.081011.102164, 10.1109/ACCESS.2017.2763325, 10.1016/j.adhoc.2011.07.006, 10.1002/wcm.986, 10.1016/j.adhoc.2015.05.008, 10.1016/j.adhoc.2015.08.001, 10.1016/j.pmcj.2012.01.002, 10.1109/ACCESS.2016.2620564, 10.1109/TVT.2015.2481007, 10.1109/TWC.2012.061912.111479, 10.1016/j.tele.2013.11.007, 10.3390/s16050671, 10.1109/TCOMM.2016.2520476, 10.1016/j.adhoc.2011.04.004, 10.1109/TCOMM.2015.2498607, 10.1186/1687-1499-2012-235, 10.1109/TNET.2014.2317911, 10.1109/JSAC.2016.2577198, 10.1109/TWC.2013.031813.121112, 10.1109/TCOMM.2015.2459039, 10.1109/MCOM.2018.1700924"
O KAHRAMANOÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¾ULLARI,2,1,"10.1016/j.apal.2007.11.005, 10.1016/j.ic.2009.02.008, 10.4204/EPTCS.19.2, 10.1016/j.entcs.2009.02.009, 10.4204/EPTCS.9.9, 10.1016/j.entcs.2005.05.026, 10.1093/bioinformatics/btv286, 10.1016/j.entcs.2007.12.007, 10.1016/j.envsoft.2010.12.007, 10.1016/j.entcs.2008.10.033, 10.2168/LMCS-10(2:5)2014, 10.1186/1752-0509-7-133, 10.1016/j.tcs.2009.04.029"
D CATALANO,1,1,"10.1007/s10207-013-0200-2, 10.1016/j.jda.2018.08.002, 10.1007/s00145-006-0431-8, 10.1109/TIT.2011.2112150, 10.1007/s00145-013-9153-x, 10.1007/s10207-016-0337-x, 10.1007/s00145-010-9060-3, 10.1007/s10623-017-0444-3, 10.1016/j.tcs.2007.01.007, 10.1007/s00145-002-0112-1, 10.1016/j.tcs.2015.05.029, 10.1016/j.tcs.2006.10.029, 10.1109/TDSC.2016.2564478, 10.1007/s00145-007-9006-6, 10.1006/jcss.1999.1685, 10.1007/s10207-012-0185-2, 10.1007/s00145-016-9249-1"
G POLITANO,2,5,"10.1109/TCBB.2010.90, 10.1016/j.jocs.2013.10.005, 10.1109/TC.2011.188, 10.1186/1471-2105-12-S13-S3, 10.1109/MITP.2014.45, 10.1016/j.micpro.2015.06.003, 10.1186/s12859-016-0964-2, 10.1186/2043-9113-3-20"
G PUPPIS,1,5,"10.1017/jsl.2018.7, 10.1016/j.ic.2015.07.003, 10.1007/s00236-009-0094-7, 10.1007/s00224-014-9603-3, 10.1007/s00224-015-9611-y, 10.3166/jancl.16.433-455, 10.2168/LMCS-11(3:10)2015, 10.1016/j.tcs.2014.04.021, 10.1016/j.jcss.2013.06.001, 10.1016/j.ic.2015.06.002, 10.2168/LMCS-11(4:7)2015, 10.1145/2898995, 10.1016/j.tcs.2006.12.014"
G PUPPIS,2,5,"10.1017/jsl.2018.7, 10.1016/j.ic.2015.07.003, 10.1007/s00236-009-0094-7, 10.1007/s00224-014-9603-3, 10.1007/s00224-015-9611-y, 10.3166/jancl.16.433-455, 10.2168/LMCS-11(3:10)2015, 10.1016/j.tcs.2014.04.021, 10.1016/j.jcss.2013.06.001, 10.1016/j.ic.2015.06.002, 10.2168/LMCS-11(4:7)2015, 10.1145/2898995, 10.1016/j.tcs.2006.12.014"
R PIRRONE,1,4,"10.1155/2008/636924, 10.1016/j.jbi.2018.10.009, 10.3233/IA-130054, 10.1016/j.patcog.2013.03.025, 10.1080/088395101317018564, 10.1080/08839510801972785, 10.1007/s10209-014-0381-0, 10.1016/0167-8655(94)90103-1, 10.1002/ima.22154, 10.4018/IJKSR.2016040101, 10.1016/j.cmpb.2008.06.005, 10.1109/TMM.2014.2305917, 10.1016/S0921-8890(00)00121-4, 10.1109/TITB.2008.2007108, 10.1007/s11517-016-1571-0"
A CIARAMELLA,1,4,"10.1007/s11042-015-3002-x, 10.1016/j.fss.2004.07.003, 10.1016/j.ijar.2005.06.016, 10.1109/TNN.2002.806649, 10.1016/j.ecoinf.2018.12.001, 10.1016/j.neunet.2007.12.026, 10.4236/jsip.2011.23018, 10.1049/iet-com.2014.0995, 10.1007/s12652-011-0073-z, 10.1016/j.ecoinf.2014.09.001, 10.1016/j.eswa.2014.09.041, 10.1109/TDSC.2006.53, 10.1016/j.ijar.2007.03.013, 10.1016/S0893-6080(03)00028-5, 10.1093/bioinformatics/btk026, 10.1007/s00500-005-0515-7"
V PIURI,2,4,"10.1016/j.imavis.2009.05.004, 10.1016/j.patrec.2017.04.001, 10.1109/JSYST.2015.2444471, 10.1109/TSMC.2015.2423252, 10.1109/JSYST.2017.2697043, 10.1145/2933241, 10.1109/TSMCA.2012.2224335"
A VETRÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢,2,1,"10.1093/llc/fqv031, 10.1109/MITP.2013.21, 10.1007/s10664-016-9451-7, 10.1016/j.procs.2018.09.018, 10.1016/j.jss.2016.03.067, 10.1016/j.giq.2016.02.001, 10.1109/MC.2013.446, 10.1007/s11219-013-9200-8, 10.1109/MITP.2015.16, 10.3390/info9090223"
D CROCE,2,5,"10.17562/PB-54-2, 10.1177/0278364917691112, 10.3233/IA-120035, 10.3233/IA-170109"
O KUTZ,1,1,"10.1016/j.artint.2004.02.002, 10.1016/j.artint.2017.11.005, 10.1007/s13740-017-0080-0, 10.3233/AO-2012-0104, 10.1007/s11225-007-9023-3, 10.1145/635499.635504, 10.1016/j.entcs.2014.06.007, 10.1016/j.cogsys.2015.12.010, 10.3166/jancl.12.425-439, 10.3233/AO-2012-0109, 10.1007/s11787-010-0020-3, 10.1007/s10472-016-9524-8, 10.3233/AO-170190, 10.3233/AO-140135"
O KUTZ,2,1,"10.1016/j.artint.2004.02.002, 10.1016/j.artint.2017.11.005, 10.1007/s13740-017-0080-0, 10.3233/AO-2012-0104, 10.1007/s11225-007-9023-3, 10.1145/635499.635504, 10.1016/j.entcs.2014.06.007, 10.1016/j.cogsys.2015.12.010, 10.3166/jancl.12.425-439, 10.3233/AO-2012-0109, 10.1007/s11787-010-0020-3, 10.1007/s10472-016-9524-8, 10.3233/AO-170190, 10.3233/AO-140135"
M CARMAN,2,4,"10.1145/2866571, 10.1145/2382438.2382445, 10.1002/asi.21687, 10.1145/3124420, 10.1016/j.diin.2015.04.002, 10.1016/j.patcog.2018.05.027, 10.1007/s10994-016-5619-z, 10.1007/s10994-016-5574-8, 10.1613/jair.2205, 10.1007/s10791-010-9147-3, 10.1016/j.csl.2016.10.003, 10.1016/j.patcog.2016.07.007"
M BOSCHETTI,1,1,"10.1016/j.dam.2012.03.026, 10.1016/j.ejor.2016.09.050, 10.1287/ijoc.2016.0693, 10.1016/j.disopt.2008.06.001, 10.1111/itor.12110, 10.1287/ijoc.1100.0381, 10.1007/s10288-002-0006-y, 10.1287/opre.1100.0833, 10.1016/j.dam.2003.08.004, 10.1016/j.ejor.2005.11.060, 10.1016/j.cor.2013.09.007, 10.1007/s10288-002-0005-z, 10.1002/(SICI)1099-1506(199611/12)3:6<473::AID-NLA85>3.0.CO;2-J, 10.1023/B:ANOR.0000019089.86834.91, 10.1007/s10287-006-0037-5, 10.1007/s10732-007-9064-9, 10.1287/opre.47.6.873"
W DIDIMO,1,4,"10.1016/j.comgeo.2009.07.002, 10.1016/j.jvlc.2014.05.001, 10.1016/j.ins.2016.11.012, 10.1016/j.ipl.2013.01.013, 10.1007/s00453-012-9706-7, 10.1109/TVCG.2007.40, 10.1016/j.jda.2006.12.007, 10.1016/j.tcs.2016.04.026, 10.1093/comjnl/bxv048, 10.1007/s00453-005-1185-7, 10.1016/S0925-7721(99)00054-1, 10.1016/j.tcs.2017.05.039, 10.1016/j.comgeo.2015.07.002, 10.1016/j.ins.2013.09.048, 10.1016/j.comgeo.2009.01.001, 10.1007/s00453-001-0083-x, 10.1016/j.dam.2011.09.016, 10.1007/s00224-010-9275-6, 10.7155/jgaa.00418, 10.1016/j.tcs.2011.05.025, 10.1142/S021819591000344X, 10.7155/jgaa.00398, 10.1109/12.868028, 10.1007/s00453-013-9790-3, 10.1016/j.comgeo.2013.03.001, 10.1002/spe.474, 10.1016/j.comgeo.2013.03.003, 10.1137/070696854, 10.7155/jgaa.00241, 10.1016/S1571-0661(05)80534-1, 10.1111/cgf.13266, 10.1016/j.tcs.2017.12.024, 10.1016/j.comgeo.2004.04.002, 10.1016/j.ipl.2012.02.011, 10.1016/j.jcss.2011.06.001, 10.1016/j.tcs.2006.02.024, 10.1093/comjnl/bxw075, 10.1016/j.ipl.2010.05.023, 10.1093/comjnl/bxv082, 10.1016/j.future.2018.04.067, 10.1093/comjnl/bxu017, 10.1016/j.jvlc.2014.01.002, 10.1016/j.tcs.2014.01.015, 10.7155/jgaa.00297, 10.1016/j.comgeo.2008.02.001, 10.1016/j.tcs.2015.04.020, 10.1016/j.comgeo.2005.02.001, 10.1016/j.ipl.2012.05.006, 10.1007/s00453-017-0324-2, 10.1109/TVCG.2010.265, 10.1016/j.dss.2018.03.008, 10.1016/j.jcss.2018.08.003"
P FARISELLI,1,1,"10.1093/nar/gki375, 10.1093/nar/gki440, 10.1093/bioinformatics/btn166, 10.1093/bioinformatics/btw508, 10.1093/bioinformatics/17.2.202, 10.1093/bioinformatics/btv367, 10.1093/bioinformatics/btp539, 10.1093/bioinformatics/btr549, 10.1093/nar/gkr282, 10.1186/1748-7188-4-13, 10.1007/BF01670152, 10.1093/bioinformatics/btx818, 10.1093/bioinformatics/bts728, 10.1093/nar/gkr292, 10.1016/j.artmed.2008.07.016, 10.1093/bib/bbl032, 10.1186/1471-2105-14-S3-S4, 10.1145/2504729, 10.1093/nar/gkl775, 10.1186/1471-2105-6-S4-S12, 10.1093/bioinformatics/btg360, 10.1093/bib/bbp021, 10.1093/bioinformatics/btq402, 10.1093/bioinformatics/bti1109, 10.1186/1756-0381-4-1, 10.1093/bioinformatics/btt555, 10.1093/bib/4.4.341, 10.1093/bioinformatics/btw192, 10.3390/a2010076, 10.1093/bioinformatics/bth928, 10.1093/bioinformatics/btn115, 10.1093/bioinformatics/bth070, 10.1093/bioinformatics/btg023, 10.1093/nar/gkx369, 10.1186/1471-2105-9-S2-S6, 10.1093/database/bat065, 10.1093/bioinformatics/btw656, 10.1093/bioinformatics/btu411, 10.1093/bioinformatics/btt089, 10.1093/nar/gkl208, 10.1093/bioinformatics/17.10.957, 10.1093/bioinformatics/btv451, 10.1109/TCBB.2010.91, 10.1093/bioinformatics/btl222, 10.1186/1471-2105-8-S1-S3, 10.1093/bioinformatics/11.3.253, 10.1093/bioinformatics/btr387, 10.1093/bioinformatics/12.1.41, 10.1186/1471-2105-14-S1-S10, 10.1093/bioinformatics/btv291, 10.1093/bioinformatics/btx044, 10.1093/nar/gkq1073"
P FARISELLI,1,4,"10.1093/nar/gki375, 10.1093/nar/gki440, 10.1093/bioinformatics/btn166, 10.1093/bioinformatics/btw508, 10.1093/bioinformatics/17.2.202, 10.1093/bioinformatics/btv367, 10.1093/bioinformatics/btp539, 10.1093/bioinformatics/btr549, 10.1093/nar/gkr282, 10.1186/1748-7188-4-13, 10.1007/BF01670152, 10.1093/bioinformatics/btx818, 10.1093/bioinformatics/bts728, 10.1093/nar/gkr292, 10.1016/j.artmed.2008.07.016, 10.1093/bib/bbl032, 10.1186/1471-2105-14-S3-S4, 10.1145/2504729, 10.1093/nar/gkl775, 10.1186/1471-2105-6-S4-S12, 10.1093/bioinformatics/btg360, 10.1093/bib/bbp021, 10.1093/bioinformatics/btq402, 10.1093/bioinformatics/bti1109, 10.1186/1756-0381-4-1, 10.1093/bioinformatics/btt555, 10.1093/bib/4.4.341, 10.1093/bioinformatics/btw192, 10.3390/a2010076, 10.1093/bioinformatics/bth928, 10.1093/bioinformatics/btn115, 10.1093/bioinformatics/bth070, 10.1093/bioinformatics/btg023, 10.1093/nar/gkx369, 10.1186/1471-2105-9-S2-S6, 10.1093/database/bat065, 10.1093/bioinformatics/btw656, 10.1093/bioinformatics/btu411, 10.1093/bioinformatics/btt089, 10.1093/nar/gkl208, 10.1093/bioinformatics/17.10.957, 10.1093/bioinformatics/btv451, 10.1109/TCBB.2010.91, 10.1093/bioinformatics/btl222, 10.1186/1471-2105-8-S1-S3, 10.1093/bioinformatics/11.3.253, 10.1093/bioinformatics/btr387, 10.1093/bioinformatics/12.1.41, 10.1186/1471-2105-14-S1-S10, 10.1093/bioinformatics/btv291, 10.1093/bioinformatics/btx044, 10.1093/nar/gkq1073"
C ANGLANO,1,1,"10.1002/cpe.1141, 10.1109/TEVC.2002.800882, 10.1023/A:1011416914729, 10.1007/s10723-010-9162-z, 10.1016/S0166-5316(01)00037-2, 10.1016/j.diin.2014.04.003, 10.1109/TPDS.2014.2321745, 10.1002/cpe.1241, 10.1016/j.comnet.2014.10.003, 10.1016/j.diin.2017.09.002, 10.1002/cpe.1250, 10.1016/j.diin.2016.10.001, 10.1109/TPDS.2016.2619686, 10.1023/A:1012752923793, 10.1002/cpe.3968, 10.1002/cpe.976, 10.1007/s10489-007-0047-1, 10.1016/S0167-8191(02)00219-3, 10.1142/S0129626401000543, 10.1002/cpe.3410, 10.1002/cpe.4400"
C ANGLANO,1,4,"10.1002/cpe.1141, 10.1109/TEVC.2002.800882, 10.1023/A:1011416914729, 10.1007/s10723-010-9162-z, 10.1016/S0166-5316(01)00037-2, 10.1016/j.diin.2014.04.003, 10.1109/TPDS.2014.2321745, 10.1002/cpe.1241, 10.1016/j.comnet.2014.10.003, 10.1016/j.diin.2017.09.002, 10.1002/cpe.1250, 10.1016/j.diin.2016.10.001, 10.1109/TPDS.2016.2619686, 10.1023/A:1012752923793, 10.1002/cpe.3968, 10.1002/cpe.976, 10.1007/s10489-007-0047-1, 10.1016/S0167-8191(02)00219-3, 10.1142/S0129626401000543, 10.1002/cpe.3410, 10.1002/cpe.4400"
B MASUCCI,1,1,"10.1016/j.ipl.2004.10.011, 10.1016/S0020-0190(00)00061-2, 10.1023/B:DESI.0000036249.86262.d5, 10.1109/TIFS.2016.2581147, 10.1016/j.ins.2016.08.093, 10.1109/18.959264, 10.1007/s00145-010-9094-6, 10.1016/j.tcs.2008.05.021, 10.1109/TDSC.2014.2355841, 10.1016/j.ins.2007.10.009, 10.1016/S0020-0255(98)10101-9, 10.1023/B:DESI.0000029218.71926.b0, 10.1109/TIFS.2015.2512533, 10.1016/j.tcs.2009.09.028, 10.1016/j.jss.2006.03.046, 10.1016/j.tcs.2011.06.024, 10.1016/j.ins.2005.07.002, 10.1016/S0020-0190(02)00321-6, 10.1016/j.ipl.2013.01.006, 10.1145/2893474, 10.1016/j.ipl.2004.03.019, 10.1109/TDSC.2015.2413415, 10.1007/s10623-005-2761-1, 10.1016/j.dam.2005.03.025, 10.1109/18.771255"
B MASUCCI,2,1,"10.1016/j.ipl.2004.10.011, 10.1016/S0020-0190(00)00061-2, 10.1023/B:DESI.0000036249.86262.d5, 10.1109/TIFS.2016.2581147, 10.1016/j.ins.2016.08.093, 10.1109/18.959264, 10.1007/s00145-010-9094-6, 10.1016/j.tcs.2008.05.021, 10.1109/TDSC.2014.2355841, 10.1016/j.ins.2007.10.009, 10.1016/S0020-0255(98)10101-9, 10.1023/B:DESI.0000029218.71926.b0, 10.1109/TIFS.2015.2512533, 10.1016/j.tcs.2009.09.028, 10.1016/j.jss.2006.03.046, 10.1016/j.tcs.2011.06.024, 10.1016/j.ins.2005.07.002, 10.1016/S0020-0190(02)00321-6, 10.1016/j.ipl.2013.01.006, 10.1145/2893474, 10.1016/j.ipl.2004.03.019, 10.1109/TDSC.2015.2413415, 10.1007/s10623-005-2761-1, 10.1016/j.dam.2005.03.025, 10.1109/18.771255"
G PAVESI,1,1,"10.1016/j.inffus.2008.11.005, 10.1016/j.dam.2004.04.012, 10.1093/nar/gkh465, 10.1093/nar/gks483, 10.1093/nar/gkr1144, 10.1093/bib/bbs016, 10.1093/nar/gkp902, 10.1093/nar/gkp464, 10.1007/BF02944781, 10.1016/S0167-739X(02)00076-6, 10.1016/j.tcs.2004.12.015, 10.1186/1471-2105-8-46, 10.1016/S0167-739X(02)00057-2, 10.1016/S0167-739X(00)00051-0, 10.1093/nar/gkt448, 10.1093/bib/bbp046, 10.1093/bib/5.3.217, 10.1093/bioinformatics/btn113, 10.1007/s11047-009-9156-6, 10.1016/j.artmed.2008.07.015, 10.1093/nar/gkl285, 10.1093/nar/gks997, 10.1093/nar/gkq1073"
M LIVESU,2,5,"10.1016/j.cad.2017.05.002, 10.1007/s00371-013-0855-8, 10.1145/2809785, 10.1111/cgf.13021, 10.1111/cgf.12959, 10.1145/2508363.2508388, 10.1145/2766905, 10.1111/cgf.13147, 10.1016/j.cagd.2018.07.001, 10.1016/j.cag.2018.01.004, 10.2200/S00847ED1V01Y201804VCP031, 10.1109/TVCG.2012.71"
A MONREALE,1,1,"10.1016/j.is.2015.11.002, 10.1016/j.jocs.2011.05.009, 10.1007/s10618-014-0393-7, 10.1109/JSYST.2012.2221854, 10.3233/IDA-120566, 10.1140/epjds/s13688-018-0133-0, 10.1145/2912148, 10.1145/3106774, 10.1140/epjds/s13688-014-0010-4, 10.1007/s11280-012-0190-4, 10.1007/s13278-016-0369-2, 10.1007/s10506-014-9154-6"
A MONREALE,1,5,"10.1016/j.is.2015.11.002, 10.1016/j.jocs.2011.05.009, 10.1007/s10618-014-0393-7, 10.1109/JSYST.2012.2221854, 10.3233/IDA-120566, 10.1140/epjds/s13688-018-0133-0, 10.1145/2912148, 10.1145/3106774, 10.1140/epjds/s13688-014-0010-4, 10.1007/s11280-012-0190-4, 10.1007/s13278-016-0369-2, 10.1007/s10506-014-9154-6"
A MONREALE,2,1,"10.1016/j.is.2015.11.002, 10.1016/j.jocs.2011.05.009, 10.1007/s10618-014-0393-7, 10.1109/JSYST.2012.2221854, 10.3233/IDA-120566, 10.1140/epjds/s13688-018-0133-0, 10.1145/2912148, 10.1145/3106774, 10.1140/epjds/s13688-014-0010-4, 10.1007/s11280-012-0190-4, 10.1007/s13278-016-0369-2, 10.1007/s10506-014-9154-6"
B OLIBONI,2,1,"10.1016/j.artmed.2004.11.003, 10.1016/j.datak.2018.02.005, 10.1016/j.artmed.2011.10.004, 10.1016/S0306-4379(02)00007-8, 10.1007/s10844-011-0170-7, 10.4018/ijitwe.2014040102, 10.1016/j.artmed.2008.07.013"
B OLIBONI,2,4,"10.1016/j.artmed.2004.11.003, 10.1016/j.datak.2018.02.005, 10.1016/j.artmed.2011.10.004, 10.1016/S0306-4379(02)00007-8, 10.1007/s10844-011-0170-7, 10.4018/ijitwe.2014040102, 10.1016/j.artmed.2008.07.013"
F BANTERLE,2,5,"10.1111/j.1467-8659.2011.01971.x, 10.1111/j.1467-8659.2009.01435.x, 10.1111/cgf.12249, 10.1016/j.image.2016.09.004, 10.1111/j.1467-8659.2011.02078.x, 10.1109/MCG.2011.106, 10.1111/j.1467-8659.2009.01541.x, 10.1016/j.image.2018.01.011, 10.1016/j.sigpro.2018.05.028, 10.1007/s00371-007-0124-9, 10.1016/j.jvcir.2007.06.007, 10.1111/cgf.12591, 10.1080/2165347X.2015.1046323, 10.1111/j.1467-8659.2008.01176.x, 10.1145/1278387.1278389"
M CORSINI,2,5,"10.1109/TVCG.2011.165, 10.1109/TVCG.2012.34, 10.1109/TMM.2006.886261, 10.1016/j.cag.2014.12.002, 10.1111/cgf.13239, 10.1145/1709091.1709092, 10.1111/cgf.12249, 10.1109/MC.2011.196, 10.1016/j.cag.2015.07.001, 10.1111/j.1467-8659.2008.01126.x, 10.1111/j.1467-8659.2009.01425.x, 10.1109/TVCG.2016.2608828, 10.1145/1957825.1957827, 10.1111/j.1467-8659.2011.02078.x, 10.1007/s00371-015-1144-5, 10.1145/1841317.1841321, 10.1002/vis.313, 10.1109/TMM.2010.2060475, 10.1007/s00138-010-0304-x, 10.1016/j.cag.2008.05.004, 10.1111/j.1467-8659.2009.01552.x, 10.1007/s11263-012-0552-5, 10.1111/cgf.12001"
I MELATTI,2,2,"10.1007/s10009-004-0149-6, 10.1007/s10009-005-0216-7, 10.1016/j.ipl.2017.02.001, 10.3233/FI-2016-1444, 10.1109/TAC.2017.2694559, 10.1016/j.cmpb.2007.03.004, 10.1016/j.ejcon.2013.02.001, 10.1109/TSG.2016.2596790, 10.1016/j.micpro.2015.10.010, 10.1016/j.datak.2005.08.002, 10.1007/s10009-008-0094-x, 10.4204/EPTCS.193.7, 10.1145/2559934"
I MELATTI,2,5,"10.1007/s10009-004-0149-6, 10.1007/s10009-005-0216-7, 10.1016/j.ipl.2017.02.001, 10.3233/FI-2016-1444, 10.1109/TAC.2017.2694559, 10.1016/j.cmpb.2007.03.004, 10.1016/j.ejcon.2013.02.001, 10.1109/TSG.2016.2596790, 10.1016/j.micpro.2015.10.010, 10.1016/j.datak.2005.08.002, 10.1007/s10009-008-0094-x, 10.4204/EPTCS.193.7, 10.1145/2559934"
A GIACHETTI,1,1,"10.1016/S1361-8415(02)00092-0, 10.1007/s00371-009-0311-y, 10.1109/TIP.2011.2136352, 10.1007/BF00123144, 10.1016/j.gmod.2014.07.001, 10.1016/j.cag.2016.07.005, 10.1109/70.660838, 10.1007/s11263-016-0903-8, 10.1007/s00371-016-1234-z, 10.1109/TIP.2012.2186739, 10.1109/TPAMI.2015.2477823, 10.1162/105474603763835378, 10.1016/j.compmedimag.2013.06.005, 10.1111/j.1467-8659.2012.03172.x, 10.1109/JBHI.2014.2314360, 10.1016/j.cag.2018.05.009, 10.1111/cgf.13493, 10.1016/j.cmpb.2007.12.007, 10.1109/4233.737582, 10.1016/j.cag.2018.05.019, 10.1016/j.cag.2018.02.009, 10.1016/j.cviu.2017.05.014, 10.1007/s00371-015-1146-3, 10.1080/2165347X.2015.1024298"
R DAMIANO,2,1,"10.1080/13614568.2012.617846, 10.3233/SW-140156, 10.1145/2812814, 10.1007/s10506-005-4158-x, 10.1080/14626268.2016.1212899, 10.1016/j.entcom.2013.06.001, 10.1016/j.entcom.2016.05.002, 10.1007/s11042-011-0813-2, 10.1006/ijhc.1997.0185, 10.1111/exsy.12044, 10.1016/j.ipm.2015.11.002, 10.1145/3018980, 10.1007/s11257-008-9053-1, 10.1080/08839510802379584, 10.1007/s00530-008-0137-x"
R DAMIANO,2,4,"10.1080/13614568.2012.617846, 10.3233/SW-140156, 10.1145/2812814, 10.1007/s10506-005-4158-x, 10.1080/14626268.2016.1212899, 10.1016/j.entcom.2013.06.001, 10.1016/j.entcom.2016.05.002, 10.1007/s11042-011-0813-2, 10.1006/ijhc.1997.0185, 10.1111/exsy.12044, 10.1016/j.ipm.2015.11.002, 10.1145/3018980, 10.1007/s11257-008-9053-1, 10.1080/08839510802379584, 10.1007/s00530-008-0137-x"
A FASOLINO,1,1,"10.1016/j.infsof.2018.08.007, 10.1002/smr.281, 10.1002/1096-908X(200011/12)12:6<343::AID-SMR218>3.0.CO;2-0, 10.1002/smr.1787, 10.1142/S0218194011005591, 10.1016/j.jss.2016.12.017, 10.1109/MS.2014.55, 10.1007/s11334-013-0207-x, 10.1016/j.jss.2007.06.006, 10.1002/stvr.1654, 10.1016/j.infsof.2006.06.006, 10.1016/S0164-1212(98)10057-2"
A FASOLINO,1,5,"10.1016/j.infsof.2018.08.007, 10.1002/smr.281, 10.1002/1096-908X(200011/12)12:6<343::AID-SMR218>3.0.CO;2-0, 10.1002/smr.1787, 10.1142/S0218194011005591, 10.1016/j.jss.2016.12.017, 10.1109/MS.2014.55, 10.1007/s11334-013-0207-x, 10.1016/j.jss.2007.06.006, 10.1002/stvr.1654, 10.1016/j.infsof.2006.06.006, 10.1016/S0164-1212(98)10057-2"
A CANDELIERI,2,1,"10.1007/s10898-018-0641-2, 10.1016/S1383-7621(96)00056-2, 10.1007/s10288-011-0166-8"
A FILIERI,2,3,"10.1007/s00165-011-0207-2, 10.1007/s10270-013-0334-8, 10.1007/s11334-013-0208-9, 10.1016/j.scico.2013.11.026, 10.1145/3024188, 10.1109/TSE.2015.2421318"
S TINI,1,4,"10.1016/S1571-0661(04)00329-9, 10.1016/j.entcs.2006.09.016, 10.1016/j.jlap.2004.03.003, 10.1016/S0304-3975(00)00420-5, 10.1016/S1571-0661(05)80291-9, 10.1016/S0020-0190(02)00314-9, 10.1142/S0129054111007885, 10.3233/FI-1999-402306, 10.3233/FI-2014-1128, 10.1145/1462179.1462181, 10.4204/EPTCS.160.7, 10.1016/S0304-3975(01)00381-4, 10.4204/EPTCS.250.4, 10.1007/s00165-004-0041-x, 10.1016/S0022-0000(03)00003-5, 10.4204/EPTCS.40.5, 10.1016/j.ipl.2003.09.018, 10.4204/EPTCS.227.4, 10.1016/j.tcs.2008.01.028, 10.1016/S1571-0661(05)80255-5, 10.1007/s10207-004-0037-9, 10.1016/j.ic.2007.05.004, 10.1016/j.tcs.2010.01.027, 10.1016/j.tcs.2014.04.010, 10.3233/FI-2016-1303, 10.4204/EPTCS.120.4, 10.1016/S0304-3975(03)00316-5, 10.2168/LMCS-12(4:12)2016, 10.1016/j.tcs.2011.12.058, 10.1016/j.entcs.2004.02.011, 10.1145/1027794.1027799, 10.1016/j.jcss.2017.09.011, 10.1016/S1571-0661(05)80590-0, 10.1016/j.jlap.2010.03.011, 10.3233/FI-2009-0085, 10.1016/S1571-0661(04)00229-4"
L ZAMMATARO,2,5,"10.1186/1471-2105-15-S1-S8, 10.1186/s12859-016-0935-7"
