doi,subjects
10.3233/FI-2012-755,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2012-636,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2012-642,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s11047-013-9385-6,Computer Science Applications
10.1016/j.tcs.2013.11.005,"Theoretical Computer Science, General Computer Science"
10.1007/s11047-013-9386-5,Computer Science Applications
10.1007/s11047-013-9377-6,Computer Science Applications
10.3233/FI-2013-874,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2014.06.046,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2013-877,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2015.05.046,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2012-755,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2012-636,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2012-642,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s11047-013-9385-6,Computer Science Applications
10.1016/j.tcs.2013.11.005,"Theoretical Computer Science, General Computer Science"
10.1007/s11047-013-9386-5,Computer Science Applications
10.1007/s11047-013-9377-6,Computer Science Applications
10.1109/TCE.2007.381752,"Media Technology, Electrical and Electronic Engineering"
10.1109/TMM.2013.2285518,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Science Applications"
10.1016/j.ejor.2013.07.029,"Management Science and Operations Research, Modelling and Simulation, Information Systems and Management"
10.1007/s10589-018-0014-2,"Control and Optimization, Applied Mathematics, Computational Mathematics"
10.1016/j.comnet.2018.02.006,Computer Networks and Communications
10.1109/MCOM.2014.6710071,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1002/spe.658,Software
10.3233/MGS-2011-0175,General Computer Science
10.1093/bioinformatics/btt597,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1145/3160017,Computer Networks and Communications
10.1093/bioinformatics/btt597,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1145/3160017,Computer Networks and Communications
10.3389/fncom.2018.00038,"Cellular and Molecular Neuroscience, Neuroscience (miscellaneous)"
10.1109/TIFS.2014.2298370,"Computer Networks and Communications, Safety, Risk, Reliability and Quality"
10.1016/j.artmed.2008.06.006,"Medicine (miscellaneous), Artificial Intelligence"
10.1016/j.cviu.2005.09.001,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1007/s12193-013-0142-z,"Signal Processing, Human-Computer Interaction"
10.1016/j.artmed.2008.08.015,"Medicine (miscellaneous), Artificial Intelligence"
10.1016/j.socnet.2013.04.004,"Sociology and Political Science, General Social Sciences, General Psychology, Anthropology"
10.1016/j.jvlc.2018.04.002,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1177/1473871617714520,Computer Vision and Pattern Recognition
10.1109/TKDE.2008.133,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.jvlc.2013.02.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.cl.2018.04.002,"Computer Networks and Communications, Software"
10.1109/THMS.2014.2314447,"Control and Systems Engineering, Signal Processing, Human-Computer Interaction, Computer Networks and Communications, Artificial Intelligence, Human Factors and Ergonomics, Computer Science Applications"
10.1016/j.cag.2013.12.003,"General Engineering, Human-Computer Interaction, Computer Graphics and Computer-Aided Design"
10.1016/j.comcom.2017.09.016,Computer Networks and Communications
10.1109/TMC.2018.2828835,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1007/s00500-013-1065-z,"Theoretical Computer Science, Software, Geometry and Topology"
10.1016/j.ins.2014.01.005,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1142/S021812741750211X,"Modelling and Simulation, Applied Mathematics"
10.1016/j.asoc.2013.12.020,Software
10.3233/IFS-151550,"General Engineering, Statistics and Probability, Artificial Intelligence"
10.1007/s00500-014-1246-4,"Theoretical Computer Science, Software, Geometry and Topology"
10.1016/j.sigpro.2017.05.031,"Control and Systems Engineering, Signal Processing, Electrical and Electronic Engineering, Software, Computer Vision and Pattern Recognition"
10.1006/dspr.2001.0416,"Signal Processing, Electrical and Electronic Engineering"
10.1504/IJICT.2013.054944,"Computer Networks and Communications, Software, Information Systems, Computer Science Applications"
10.1016/j.csda.2008.08.008,"Statistics and Probability, Computational Theory and Mathematics, Applied Mathematics, Computational Mathematics"
10.1016/j.sigpro.2017.05.031,"Control and Systems Engineering, Signal Processing, Electrical and Electronic Engineering, Software, Computer Vision and Pattern Recognition"
10.1006/dspr.2001.0416,"Signal Processing, Electrical and Electronic Engineering"
10.1504/IJICT.2013.054944,"Computer Networks and Communications, Software, Information Systems, Computer Science Applications"
10.1016/j.csda.2008.08.008,"Statistics and Probability, Computational Theory and Mathematics, Applied Mathematics, Computational Mathematics"
10.1016/j.parco.2013.06.002,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1109/JETCAS.2018.2881461,Electrical and Electronic Engineering
10.1109/TPDS.2014.2319092,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/TPDS.2018.2814602,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/JETCAS.2014.2315883,Electrical and Electronic Engineering
10.1016/j.micpro.2017.06.016,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1007/s10766-018-0569-7,"Theoretical Computer Science, Software, Information Systems"
10.1016/j.parco.2013.06.002,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1109/JETCAS.2018.2881461,Electrical and Electronic Engineering
10.1109/TPDS.2014.2319092,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/TPDS.2018.2814602,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/JETCAS.2014.2315883,Electrical and Electronic Engineering
10.1016/j.micpro.2017.06.016,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1007/s10766-018-0569-7,"Theoretical Computer Science, Software, Information Systems"
10.1109/MWC.2008.4599221,"Electrical and Electronic Engineering, Computer Science Applications"
10.1186/1687-1499-2013-225,"Signal Processing, Computer Networks and Communications, Computer Science Applications"
10.1016/j.jcss.2013.06.018,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1109/MWC.2008.4599221,"Electrical and Electronic Engineering, Computer Science Applications"
10.1186/1687-1499-2013-225,"Signal Processing, Computer Networks and Communications, Computer Science Applications"
10.1016/j.jcss.2013.06.018,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1007/s11227-013-0961-4,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.1007/s11227-013-0949-0,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.1002/cpe.4427,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.cageo.2014.01.006,"Computers in Earth Sciences, Information Systems"
10.1016/j.jpdc.2013.03.014,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1016/j.imavis.2014.02.012,Computer Vision and Pattern Recognition
10.1016/j.gmod.2014.04.004,"Modelling and Simulation, Software, Geometry and Topology, Computer Graphics and Computer-Aided Design"
10.1016/j.cagd.2018.03.016,"Modelling and Simulation, Automotive Engineering, Computer Graphics and Computer-Aided Design, Aerospace Engineering"
10.1016/j.cmpb.2017.12.017,"Software, Health Informatics, Computer Science Applications"
10.3233/JCS-2009-0357,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.3233/FI-2014-1101,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.jlamp.2018.03.005,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.1016/j.jlamp.2015.09.003,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.1016/j.ins.2013.06.052,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1016/j.neucom.2013.01.046,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1016/j.knosys.2018.02.022,"Software, Information Systems and Management, Management Information Systems, Artificial Intelligence"
10.1109/ACCESS.2018.2885640,"General Engineering, General Materials Science, General Computer Science"
10.1145/2479957.2479962,"Computer Networks and Communications, Software"
10.1145/2567561.2567567,"Computer Networks and Communications, Software"
10.1016/j.comcom.2018.01.011,Computer Networks and Communications
10.1016/j.comnet.2008.09.010,Computer Networks and Communications
10.1109/TMC.2013.114,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1109/TMC.2018.2792443,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1155/2014/814510,"General Engineering, Computer Networks and Communications"
10.1109/ACCESS.2018.2818191,"General Engineering, General Materials Science, General Computer Science"
10.1504/IJSNET.2014.060725,"Control and Systems Engineering, Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1155/2014/814510,"General Engineering, Computer Networks and Communications"
10.1109/ACCESS.2018.2818191,"General Engineering, General Materials Science, General Computer Science"
10.1504/IJSNET.2014.060725,"Control and Systems Engineering, Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1080/0144929X.2018.1436592,"Human-Computer Interaction, Arts and Humanities (miscellaneous), General Social Sciences, Developmental and Educational Psychology"
10.1145/2448116.2448120,"Human-Computer Interaction, Artificial Intelligence"
10.1155/2018/6047696,"Computer Networks and Communications, Computer Science Applications"
10.1145/2501603,"Theoretical Computer Science, Artificial Intelligence"
10.4018/IJMHCI.2018010104,Human-Computer Interaction
